timestamp,mm_precip,temperature
1546297200,0,9.1
1546299000,0,8.9
1546300800,0,9
1546302600,0,9.2
1546304400,0,8.6
1546306200,0,8.3
1546308000,0,7.7
1546309800,0,7.4
1546311600,0,7.3
1546313400,0,7.7
1546315200,0,8
1546317000,0,9
1546318800,0,8.9
1546320600,0,10
1546322400,0,8.8
1546324200,0,11.1
1546326000,0,9.5
1546327800,0,12.3
1546329600,0,13.9
1546331400,0,13.4
1546333200,0,14
1546335000,0,15.2
1546336800,0,15.8
1546338600,0,16.6
1546340400,0,16.4
1546342200,0,16
1546344000,0,14.6
1546345800,0,14.1
1546347600,0,13.8
1546349400,0,13.6
1546351200,0,14
1546353000,0,13.8
1546354800,0,13.3
1546356600,0,12.5
1546358400,0,12.4
1546360200,0,12.1
1546362000,0,11.5
1546363800,0,11.2
1546365600,0,11.5
1546367400,0,11.9
1546369200,0,11.3
1546371000,0,10.6
1546372800,0,10.6
1546374600,0,9.6
1546376400,0,9
1546378200,0,8.5
1546380000,0,8.6
1546381800,0,9
1546383600,0,9.6
1546385400,0,9.7
1546387200,0,9.5
1546389000,0,9.5
1546390800,0,9.3
1546392600,0,9.5
1546394400,0,9.6
1546396200,0,9.3
1546398000,0,9.5
1546399800,0,8.9
1546401600,0,7.9
1546403400,0,7.6
1546405200,0,7.4
1546407000,0,7.2
1546408800,0,7.1
1546410600,0,7.4
1546412400,0,8.1
1546414200,0,8.4
1546416000,0,8.5
1546417800,0,9.6
1546419600,0,11.6
1546421400,0,12.6
1546423200,0,12.8
1546425000,0,12.5
1546426800,0,13.9
1546428600,0,14.3
1546430400,0,13.2
1546432200,0,14.4
1546434000,0,14.3
1546435800,0,13.2
1546437600,0,12.5
1546439400,0,11.6
1546441200,0,10.5
1546443000,0,9.9
1546444800,0,9.4
1546446600,0,9.8
1546448400,0,9
1546450200,0,8.4
1546452000,0,7.7
1546453800,0,7.3
1546455600,0,7.2
1546457400,0,6.6
1546459200,0,6.5
1546461000,0,6.3
1546462800,0,6.4
1546464600,0,6.1
1546466400,0,6.2
1546468200,0,6.4
1546470000,0,6.4
1546471800,0,7.6
1546473600,0,7.3
1546475400,0,7.2
1546477200,0,7.1
1546479000,0,8
1546480800,0,8.3
1546482600,0,8.8
1546484400,0,8.9
1546486200,0,8.5
1546488000,0,7
1546489800,0,6.4
1546491600,0,6.1
1546493400,0,5.7
1546495200,0,5.4
1546497000,0,5.6
1546498800,0,6.8
1546500600,0,7.7
1546502400,0,9.7
1546504200,0,11.1
1546506000,0,12.1
1546507800,0,12.3
1546509600,0,12.5
1546511400,0,12.7
1546513200,0,12.7
1546515000,0,12.8
1546516800,0,12.8
1546518600,0,13
1546520400,0,13.1
1546522200,0,13.1
1546524000,0,12.7
1546525800,0,11.5
1546527600,0,10.5
1546529400,0,9.8
1546531200,0,9
1546533000,0,8.7
1546534800,0,8.7
1546536600,0,8.3
1546538400,0,8.3
1546540200,0,7.4
1546542000,0,7.9
1546543800,0,6.9
1546545600,0,7
1546547400,0,6.8
1546549200,0,5.6
1546551000,0,5.4
1546552800,0,5.1
1546554600,0,4.6
1546556400,0,4.4
1546558200,0,4.2
1546560000,0,3.7
1546561800,0,3.5
1546563600,0,3.6
1546565400,0,3.2
1546567200,0,3.3
1546569000,0,3.3
1546570800,0,3.2
1546572600,0,3.2
1546574400,0,3.1
1546576200,0,3.2
1546578000,0,3
1546579800,0,3
1546581600,0,3
1546583400,0,3.2
1546585200,0,3.9
1546587000,0,5.6
1546588800,0,8.5
1546590600,0,10.2
1546592400,0,11.1
1546594200,0,11.1
1546596000,0,11.7
1546597800,0,11.9
1546599600,0,11.6
1546601400,0,11.6
1546603200,0,11.5
1546605000,0,12
1546606800,0,11.9
1546608600,0,11
1546610400,0,10.6
1546612200,0,10.2
1546614000,0,9.8
1546615800,0,9.4
1546617600,0,8.6
1546619400,0,8.6
1546621200,0,7.8
1546623000,0,7.5
1546624800,0,7.3
1546626600,0,7
1546628400,0,7.5
1546630200,0,6.8
1546632000,0,6.4
1546633800,0,5.9
1546635600,0,5.8
1546637400,0,6.7
1546639200,0,6.3
1546641000,0,6.2
1546642800,0,6.1
1546644600,0,5.8
1546646400,0,6.1
1546648200,0,6.4
1546650000,0,7.1
1546651800,0,7.1
1546653600,0,7.1
1546655400,0,7.1
1546657200,0,7
1546659000,0,6.9
1546660800,0,6.3
1546662600,0,6.1
1546664400,0,6
1546666200,0,6
1546668000,0,6
1546669800,0,5.7
1546671600,0,6
1546673400,0,7
1546675200,0,8.8
1546677000,0,9.6
1546678800,0,9.7
1546680600,0,9.8
1546682400,0,11.2
1546684200,0,12.6
1546686000,0,12.4
1546687800,0,12
1546689600,0,12.9
1546691400,0,13.3
1546693200,0,13.1
1546695000,0,13.9
1546696800,0,13.2
1546698600,0,12.4
1546700400,0,11.8
1546702200,0,11.6
1546704000,0,11.4
1546705800,0,11
1546707600,0,11.2
1546709400,0,10.5
1546711200,0,10.2
1546713000,0,9.8
1546714800,0,9.8
1546716600,0,9.9
1546718400,0,9.9
1546720200,0,10.5
1546722000,0,11.1
1546723800,0,10.7
1546725600,0,10.6
1546727400,0,10.2
1546729200,0,14.1
1546731000,0,13.8
1546732800,0,12.1
1546734600,0,11.7
1546736400,0,11.8
1546738200,0,11.3
1546740000,0,11.9
1546741800,0,11.9
1546743600,0,12.1
1546745400,0,10.9
1546747200,0,10
1546749000,0,10
1546750800,0,11.1
1546752600,0,10.7
1546754400,0,10.5
1546756200,0,10.8
1546758000,0,11.1
1546759800,0,10.3
1546761600,0,10.5
1546763400,0,10.6
1546765200,0,11.6
1546767000,0,12.6
1546768800,0,13.6
1546770600,0,14.7
1546772400,0,15.5
1546774200,0,16.4
1546776000,0,16.7
1546777800,0,16.9
1546779600,0,16.6
1546781400,0,16.3
1546783200,0,15.8
1546785000,0,14.6
1546786800,0,14
1546788600,0,13.3
1546790400,0,13.3
1546792200,0,13.2
1546794000,0,12.4
1546795800,0,11.6
1546797600,0,12.1
1546799400,0,11.4
1546801200,0,11.8
1546803000,0,10.8
1546804800,0,10.7
1546806600,0,9.3
1546808400,0,8.7
1546810200,0,9.3
1546812000,0,8.7
1546813800,0,8.3
1546815600,0,8.1
1546817400,0,8.4
1546819200,0,9.2
1546821000,0,8.9
1546822800,0,8.4
1546824600,0,8.4
1546826400,0,9.1
1546828200,0,9
1546830000,0,9.2
1546831800,0,8
1546833600,0,8
1546835400,0,8
1546837200,0,8
1546839000,0,8.6
1546840800,0,8.2
1546842600,0,9
1546844400,0,9.5
1546846200,0,9.3
1546848000,0,9.9
1546849800,0,10.9
1546851600,0,11.6
1546853400,0,11.6
1546855200,0,11.9
1546857000,0,12.8
1546858800,0,13.6
1546860600,0,13.5
1546862400,0,13.8
1546864200,0,13.9
1546866000,0,13.6
1546867800,0,14.4
1546869600,0,13.4
1546871400,0,12.3
1546873200,0,11.5
1546875000,0,10.6
1546876800,0,10.1
1546878600,0,9.5
1546880400,0,9.2
1546882200,0,8.4
1546884000,0,8.2
1546885800,0,8.1
1546887600,0,7.7
1546889400,0,7.4
1546891200,0,6.9
1546893000,0,7.5
1546894800,0,7.3
1546896600,0,6.9
1546898400,0,7.6
1546900200,0,7.2
1546902000,0,7.2
1546903800,0,6.8
1546905600,0,6.4
1546907400,0,6.1
1546909200,0,6
1546911000,0,6.3
1546912800,0,6.2
1546914600,0,6.2
1546916400,0,5.7
1546918200,0,4.8
1546920000,0,4.2
1546921800,0,4.5
1546923600,0,4.5
1546925400,0,4.6
1546927200,0,4.6
1546929000,0,4.9
1546930800,0,5.3
1546932600,0,5.8
1546934400,0,6.5
1546936200,0,7.1
1546938000,0,7.8
1546939800,0,8.4
1546941600,0,9.1
1546943400,0,9.9
1546945200,0,10.9
1546947000,0,11.3
1546948800,0,11.1
1546950600,0,10.9
1546952400,0,10.9
1546954200,0,11
1546956000,0,10.5
1546957800,0,10.2
1546959600,0,9.6
1546961400,0,9
1546963200,0,8.7
1546965000,0,8.5
1546966800,0,8.3
1546968600,0,8.1
1546970400,0,8.2
1546972200,0,7.8
1546974000,0,8.6
1546975800,0,8.8
1546977600,0,9.6
1546979400,0,9.2
1546981200,0,9.4
1546983000,0,8.7
1546984800,0,8.6
1546986600,0,7.8
1546988400,0,7.3
1546990200,0,7.6
1546992000,0,7.6
1546993800,0,7.2
1546995600,0,7.6
1546997400,0,8.3
1546999200,0,8.2
1547001000,0,7.4
1547002800,0,6.9
1547004600,0,6.9
1547006400,0,7.4
1547008200,0,7.3
1547010000,0,7.7
1547011800,0,7.6
1547013600,0,7.6
1547015400,0,8.2
1547017200,0,8.8
1547019000,0,9.4
1547020800,0,10.4
1547022600,0,11.6
1547024400,0,12
1547026200,0,12.5
1547028000,0,12.7
1547029800,0,13.4
1547031600,0,13.7
1547033400,0,14.3
1547035200,0,14.5
1547037000,0,14.6
1547038800,0,14.8
1547040600,0,15
1547042400,0,14.3
1547044200,0,12.2
1547046000,0,11.7
1547047800,0,11.3
1547049600,0,11.2
1547051400,0,10.9
1547053200,0,10.4
1547055000,0,9.8
1547056800,0,10.7
1547058600,0,10.6
1547060400,0,10.5
1547062200,0,10
1547064000,0,9.3
1547065800,0,9.1
1547067600,0,9
1547069400,0,8.5
1547071200,0,8
1547073000,0,8.2
1547074800,0,7.2
1547076600,0,6.9
1547078400,0,7.2
1547080200,0,6.6
1547082000,0,5.9
1547083800,0,4.9
1547085600,0,6.9
1547087400,0,8
1547089200,0,7.3
1547091000,0,7.3
1547092800,0,7
1547094600,0,6.9
1547096400,0,6.3
1547098200,0,5.3
1547100000,0,5.6
1547101800,0,6.3
1547103600,0,6.9
1547105400,0,7
1547107200,0,8.6
1547109000,0,9.3
1547110800,0,9.7
1547112600,0,10.5
1547114400,0,10.6
1547116200,0,11.1
1547118000,0,11.4
1547119800,0,11.5
1547121600,0,10.8
1547123400,0,10.8
1547125200,0,11.2
1547127000,0,10.7
1547128800,0,10.4
1547130600,0,9.6
1547132400,0,8.9
1547134200,0,8.2
1547136000,0,7.7
1547137800,0,7.1
1547139600,0,7.1
1547141400,0,6.7
1547143200,0,6.9
1547145000,0,6.9
1547146800,0,7.1
1547148600,0,6.3
1547150400,0,6.4
1547152200,0,7.2
1547154000,0,6.1
1547155800,0,5.2
1547157600,0,6.6
1547159400,0,5.8
1547161200,0,5.3
1547163000,0,5.1
1547164800,0,5.4
1547166600,0,4.9
1547168400,0,3.6
1547170200,0,3
1547172000,0,3.2
1547173800,0,3.2
1547175600,0,3.3
1547177400,0,2.9
1547179200,0,2.9
1547181000,0,2.7
1547182800,0,2.4
1547184600,0,2.2
1547186400,0,2.3
1547188200,0,2.1
1547190000,0,2.4
1547191800,0,3
1547193600,0,3.8
1547195400,0,4.8
1547197200,0,5.8
1547199000,0,6.8
1547200800,0,7.2
1547202600,0,7.9
1547204400,0,8.5
1547206200,0,8.7
1547208000,0,9.2
1547209800,0,9.4
1547211600,0,9.6
1547213400,0,9.8
1547215200,0,9.5
1547217000,0,8.7
1547218800,0,8
1547220600,0,7.4
1547222400,0,6.8
1547224200,0,6.4
1547226000,0,6.3
1547227800,0,5.9
1547229600,0,6.3
1547231400,0,5.8
1547233200,0,6.5
1547235000,0,5.6
1547236800,0,4.7
1547238600,0,3.7
1547240400,0,3.5
1547242200,0,3.2
1547244000,0,3
1547245800,0,2.4
1547247600,0,2.5
1547249400,0,3
1547251200,0,3.8
1547253000,0,4.4
1547254800,0,4.5
1547256600,0,4.5
1547258400,0,4.4
1547260200,0,4.4
1547262000,0,5.1
1547263800,0,4.8
1547265600,0,4.7
1547267400,0,4.6
1547269200,0,4
1547271000,0,3.9
1547272800,0,4.2
1547274600,0,5
1547276400,0,5.9
1547278200,0,6.7
1547280000,0,6.8
1547281800,0,6.9
1547283600,0,8
1547285400,0,8.3
1547287200,0,9.1
1547289000,0,9.8
1547290800,0,10.5
1547292600,0,11.4
1547294400,0,11.5
1547296200,0,11.8
1547298000,0,12
1547299800,0,12
1547301600,0,12
1547303400,0,11.4
1547305200,0,10.7
1547307000,0,9.7
1547308800,0,9.3
1547310600,0,9.3
1547312400,0,9.1
1547314200,0,8.9
1547316000,0,9
1547317800,0,8
1547319600,0,7.3
1547321400,0,7.7
1547323200,0,6.7
1547325000,0,7.9
1547326800,0,7.4
1547328600,0,5.7
1547330400,0,6.9
1547332200,0,6.7
1547334000,0,6.9
1547335800,0,6.5
1547337600,0,5.3
1547339400,0,6.1
1547341200,0,6.1
1547343000,0,6.5
1547344800,0,7.2
1547346600,0,7
1547348400,0,6.6
1547350200,0,6
1547352000,0,6.3
1547353800,0,6.3
1547355600,0,4.2
1547357400,0,3.6
1547359200,0,3.6
1547361000,0,4.1
1547362800,0,6.2
1547364600,0,7.5
1547366400,0,8.5
1547368200,0,8.9
1547370000,0,9
1547371800,0,9.3
1547373600,0,10.2
1547375400,0,10.8
1547377200,0,11.9
1547379000,0,12.5
1547380800,0,13
1547382600,0,13.1
1547384400,0,13.2
1547386200,0,13.5
1547388000,0,13.5
1547389800,0,13.4
1547391600,0,13
1547393400,0,13.1
1547395200,0,13
1547397000,0,13.2
1547398800,0,13.2
1547400600,0,12.9
1547402400,0,12.4
1547404200,0,12.4
1547406000,0,12.6
1547407800,0,12.4
1547409600,0,12.5
1547411400,0,12.6
1547413200,0,12.4
1547415000,0,11.9
1547416800,0,11.7
1547418600,0,11.4
1547420400,0,11.2
1547422200,0,11
1547424000,0,10.8
1547425800,0,10.6
1547427600,0,10.7
1547429400,0,10.9
1547431200,0,10.8
1547433000,0,11
1547434800,0,11
1547436600,0,11.6
1547438400,0,11.4
1547440200,0,10.1
1547442000,0,10
1547443800,0,10.2
1547445600,0,10.3
1547447400,0,10.4
1547449200,0,10.8
1547451000,0,10.3
1547452800,0,10.5
1547454600,0,10.9
1547456400,0,11.1
1547458200,0,12
1547460000,0,12.6
1547461800,0,13.1
1547463600,0,13.7
1547465400,0,13.9
1547467200,0,14.3
1547469000,0,14.2
1547470800,0,14.5
1547472600,0,14.8
1547474400,0,15.1
1547476200,0,14.8
1547478000,0,14.2
1547479800,0,13.6
1547481600,0,12.3
1547483400,0,11.6
1547485200,0,11.7
1547487000,0,11.6
1547488800,0,11.5
1547490600,0,11.2
1547492400,0,11.1
1547494200,0,11.2
1547496000,0,10.6
1547497800,0,9.8
1547499600,0,9
1547501400,0,8.9
1547503200,0,9.1
1547505000,0,10.4
1547506800,0,10.6
1547508600,0,10.2
1547510400,0,9.5
1547512200,0,9.6
1547514000,0,9.5
1547515800,0,8.7
1547517600,0,8.6
1547519400,0,8.1
1547521200,0,7.8
1547523000,0,7.8
1547524800,0,7.5
1547526600,0,7.3
1547528400,0,7
1547530200,0,6.5
1547532000,0,6.9
1547533800,0,6.9
1547535600,0,7.2
1547537400,0,7.8
1547539200,0,9.6
1547541000,0,10.4
1547542800,0,10.9
1547544600,0,11.7
1547546400,0,12.5
1547548200,0,13.3
1547550000,0,14.4
1547551800,0,14.7
1547553600,0,14.7
1547555400,0,14.8
1547557200,0,14.4
1547559000,0,13.8
1547560800,0,13.3
1547562600,0,12.5
1547564400,0,11.8
1547566200,0,11
1547568000,0,10.5
1547569800,0,9.8
1547571600,0,9
1547573400,0,9.1
1547575200,0,9.6
1547577000,0,9.6
1547578800,0,9.2
1547580600,0,8.8
1547582400,0,8.7
1547584200,0,8.2
1547586000,0,8.5
1547587800,0,8.4
1547589600,0,8.1
1547591400,0,7.3
1547593200,0,6.9
1547595000,0,6.7
1547596800,0,7.1
1547598600,0,8.8
1547600400,0,9.8
1547602200,0,9.4
1547604000,0,9.3
1547605800,0,9.3
1547607600,0,10.1
1547609400,0,10.4
1547611200,0,10.2
1547613000,0,10.4
1547614800,0,10.7
1547616600,0,10.9
1547618400,0,11
1547620200,0,11.1
1547622000,0,11.3
1547623800,0,11.4
1547625600,0,12
1547627400,0,12.1
1547629200,0,12.9
1547631000,0,13.5
1547632800,0,13.2
1547634600,0,13.9
1547636400,0,13.9
1547638200,0,14.3
1547640000,0,14.5
1547641800,0,14.6
1547643600,0,14.3
1547645400,0,14.2
1547647200,0,13.9
1547649000,0,13.8
1547650800,0,13
1547652600,0,12.3
1547654400,0,11.5
1547656200,0,10.9
1547658000,0,10.9
1547659800,0,10.2
1547661600,0,10
1547663400,0,10.6
1547665200,0,11.2
1547667000,0,11.1
1547668800,0,11.3
1547670600,0,11.1
1547672400,0,11.1
1547674200,0,11.3
1547676000,0,11.3
1547677800,0,11.3
1547679600,0,11
1547681400,0,11
1547683200,0,10.9
1547685000,0,10.7
1547686800,0,10.7
1547688600,0,10.3
1547690400,0,10.2
1547692200,0,9.9
1547694000,0,9.3
1547695800,0,9
1547697600,0,9
1547699400,0,8.7
1547701200,0,9
1547703000,0,9.2
1547704800,0,9.2
1547706600,0,8.6
1547708400,0,8.4
1547710200,0,8.8
1547712000,0,10
1547713800,0,11.8
1547715600,0,12.7
1547717400,0,12.4
1547719200,0,13.5
1547721000,0,13.9
1547722800,0,14.7
1547724600,0,13.9
1547726400,0,13.8
1547728200,0,13.8
1547730000,0,14
1547731800,0,14.1
1547733600,0,13.3
1547735400,0,12.5
1547737200,0,12.1
1547739000,0,12
1547740800,0,12
1547742600,0,12.2
1547744400,0,11.9
1547746200,0,11.2
1547748000,0,11.3
1547749800,0,10.8
1547751600,0,10.7
1547753400,0,10.5
1547755200,0,10.2
1547757000,0,10.5
1547758800,0,10.5
1547760600,0,10.5
1547762400,0,10.3
1547764200,0,9.7
1547766000,0.6,8.7
1547767800,1.1,8
1547769600,0.8,7.8
1547771400,0.2,7.8
1547773200,0,7.8
1547775000,0,7.7
1547776800,0,7.8
1547778600,0,7.3
1547780400,0,6.9
1547782200,0,5.8
1547784000,0.2,6
1547785800,0,6.7
1547787600,0,6.8
1547789400,0,6.8
1547791200,0,7
1547793000,0,6.7
1547794800,0,7.1
1547796600,0,7.4
1547798400,0,6.6
1547800200,0,6.4
1547802000,0,6.8
1547803800,0,7.6
1547805600,0,7.8
1547807400,0,7.7
1547809200,0,8.3
1547811000,0,9.2
1547812800,0,9.3
1547814600,0,9.2
1547816400,0,8.6
1547818200,0,8.5
1547820000,0,8.3
1547821800,0,8
1547823600,0,7.7
1547825400,0,7.3
1547827200,0,7.1
1547829000,0,6.9
1547830800,0,6.7
1547832600,0,6.3
1547834400,0,6.2
1547836200,0,6.1
1547838000,0,6.2
1547839800,0,6.4
1547841600,0,6.7
1547843400,0,6.3
1547845200,0,6.2
1547847000,0,6.2
1547848800,0,6.6
1547850600,0,6.2
1547852400,0,5.9
1547854200,0,5.2
1547856000,0,5
1547857800,0,5
1547859600,0,5.4
1547861400,0,6.1
1547863200,0,6.4
1547865000,0,5.6
1547866800,0,5.7
1547868600,0,5
1547870400,0,5.5
1547872200,0,5.8
1547874000,0,4.9
1547875800,0,4.3
1547877600,0,4.2
1547879400,0,4.5
1547881200,0,5.8
1547883000,0,7.7
1547884800,0,9.8
1547886600,0,10.5
1547888400,0,11.1
1547890200,0,11.5
1547892000,0,11.9
1547893800,0,12.5
1547895600,0,12.7
1547897400,0,12.9
1547899200,0,12.7
1547901000,0,12.6
1547902800,0,12.4
1547904600,0,12
1547906400,0,11.2
1547908200,0,10.7
1547910000,0,9.8
1547911800,0,9.2
1547913600,0,8.6
1547915400,0,7.9
1547917200,0,7.7
1547919000,0,7.3
1547920800,0,7.2
1547922600,0,7
1547924400,0,8
1547926200,0,7.6
1547928000,0,7.7
1547929800,0,8.3
1547931600,0,8.8
1547933400,0,8.6
1547935200,0,8.7
1547937000,0,8.5
1547938800,0,8.1
1547940600,0.1,7.5
1547942400,0.3,8.1
1547944200,1.1,8
1547946000,0.2,8.1
1547947800,0.1,7.7
1547949600,0,7.2
1547951400,0.1,7.4
1547953200,0.2,6.6
1547955000,0.9,6.8
1547956800,0.8,7.5
1547958600,0.5,8.2
1547960400,0.6,8.4
1547962200,1.3,8.4
1547964000,0.9,8.5
1547965800,1.2,8.5
1547967600,1,8.4
1547969400,3.6,8.4
1547971200,2.5,8.2
1547973000,1.1,8.1
1547974800,0.7,8.1
1547976600,0.4,8.3
1547978400,0.4,8.4
1547980200,0.2,8.6
1547982000,0,8.8
1547983800,0,9.1
1547985600,0,9.3
1547987400,0,9.3
1547989200,0.1,9.3
1547991000,0,9.6
1547992800,0,9.7
1547994600,0,9.6
1547996400,0,9.2
1547998200,0,8.9
1548000000,0,8.5
1548001800,0,8.4
1548003600,0,8.2
1548005400,0,7.8
1548007200,0,7.4
1548009000,0,6.7
1548010800,0,6.5
1548012600,0,6.8
1548014400,0,6.6
1548016200,0,6.3
1548018000,0,6.5
1548019800,0,6.5
1548021600,0,6
1548023400,0,6.8
1548025200,0,5.8
1548027000,0,5.2
1548028800,0,5.1
1548030600,0,5.3
1548032400,0,5.3
1548034200,0,6.8
1548036000,0,7
1548037800,0,6.1
1548039600,0,6.2
1548041400,0,6.3
1548043200,0,6.1
1548045000,0,6
1548046800,0,6.1
1548048600,0,6.2
1548050400,0,6.6
1548052200,0,6.9
1548054000,0,7.3
1548055800,0,7.5
1548057600,0,7.8
1548059400,0,8.2
1548061200,0,8.6
1548063000,0,9.3
1548064800,0,10.6
1548066600,0,10.4
1548068400,0,11.1
1548070200,0,11.9
1548072000,0,12
1548073800,0,11.7
1548075600,0,12.3
1548077400,0,12.1
1548079200,0,11.9
1548081000,0,11.9
1548082800,0,10.5
1548084600,0,9.3
1548086400,0,8.7
1548088200,0,8.1
1548090000,0,7.7
1548091800,0,7.6
1548093600,0,7.1
1548095400,0,6.8
1548097200,0,6.7
1548099000,0,7.1
1548100800,0,7.1
1548102600,0,6.5
1548104400,0,6.3
1548106200,0,7.5
1548108000,0,7.2
1548109800,0,6.3
1548111600,0,5.8
1548113400,0,5.4
1548115200,0,5.4
1548117000,0,4.8
1548118800,0,4.3
1548120600,0,4.5
1548122400,0,4.3
1548124200,0,3.8
1548126000,0,4
1548127800,0,3.9
1548129600,0,3.9
1548131400,0,3.7
1548133200,0,3.3
1548135000,0,3
1548136800,0,2.4
1548138600,0,2.3
1548140400,0,3.3
1548142200,0,4.1
1548144000,0,4.6
1548145800,0,5.2
1548147600,0,6.1
1548149400,0,6.3
1548151200,0,6.5
1548153000,0,7.8
1548154800,0,8.9
1548156600,0,9.5
1548158400,0,9.3
1548160200,0,8.9
1548162000,0,8.9
1548163800,0,8.9
1548165600,0,8.7
1548167400,0,8.9
1548169200,0,8.5
1548171000,0,8.2
1548172800,0,8
1548174600,0,8
1548176400,0,8
1548178200,0,7.8
1548180000,0,7.6
1548181800,0,7.5
1548183600,0,7.3
1548185400,0,7.1
1548187200,0,6.8
1548189000,0,7
1548190800,0,6.9
1548192600,0,7.1
1548194400,0,6.9
1548196200,0,6.8
1548198000,0,6.5
1548199800,0,6.5
1548201600,0,6.5
1548203400,0,6.3
1548205200,0,6
1548207000,0,6.2
1548208800,0,5.8
1548210600,0,5.5
1548212400,0,5.1
1548214200,0,4.7
1548216000,0,4.7
1548217800,0,5.4
1548219600,0,5.5
1548221400,0,5.8
1548223200,0,6
1548225000,0,6.4
1548226800,0,6.5
1548228600,0,6.6
1548230400,0.2,7
1548232200,0,7
1548234000,0,7.5
1548235800,0,8.2
1548237600,0,8.5
1548239400,0,9.5
1548241200,0,10.1
1548243000,0,9.9
1548244800,0,10.8
1548246600,0,11.6
1548248400,0,12
1548250200,0,12.1
1548252000,0,11.9
1548253800,0,11.4
1548255600,0,10.7
1548257400,0,10
1548259200,0,9.7
1548261000,0,9.8
1548262800,0,9.5
1548264600,0,9.3
1548266400,0,9.1
1548268200,0,8.9
1548270000,0,8.6
1548271800,0,8.3
1548273600,0,7.6
1548275400,0,7.1
1548277200,0,6.7
1548279000,0,6.1
1548280800,0,5.6
1548282600,0,5.5
1548284400,0,6
1548286200,0,6
1548288000,0,5.7
1548289800,0,5.2
1548291600,0,4.8
1548293400,0,5.3
1548295200,0,5.6
1548297000,0,5.8
1548298800,0,6
1548300600,0,5.9
1548302400,0,5.9
1548304200,0,6.1
1548306000,0,6.2
1548307800,0,6.1
1548309600,0,6.4
1548311400,0,6.7
1548313200,0,7.2
1548315000,0,7.6
1548316800,0,8.2
1548318600,0,9.1
1548320400,0,9.3
1548322200,0,9.8
1548324000,0,10.5
1548325800,0,11.2
1548327600,0,11.9
1548329400,0,12.7
1548331200,0,13.5
1548333000,0,13.3
1548334800,0,13.3
1548336600,0,13.5
1548338400,0,13.2
1548340200,0,12.6
1548342000,0,11.8
1548343800,0,10.7
1548345600,0,9.9
1548347400,0,9.1
1548349200,0,8.7
1548351000,0,8.2
1548352800,0,7.7
1548354600,0,7.1
1548356400,0,6.8
1548358200,0,6.8
1548360000,0,6.6
1548361800,0,6.8
1548363600,0,7.9
1548365400,0,8.1
1548367200,0,7.7
1548369000,0,7.4
1548370800,0,6.6
1548372600,0,6
1548374400,0,6.2
1548376200,0,6.6
1548378000,0,6.4
1548379800,0,7.7
1548381600,0,7.2
1548383400,0,7.4
1548385200,0,7.5
1548387000,0,7.4
1548388800,0,6.7
1548390600,0,4.9
1548392400,0,5
1548394200,0,5.1
1548396000,0,5.7
1548397800,0,6.5
1548399600,0,8.4
1548401400,0,9.9
1548403200,0,11.5
1548405000,0,11
1548406800,0,11.2
1548408600,0,12
1548410400,0,12.9
1548412200,0,13.1
1548414000,0,13.6
1548415800,0,13.8
1548417600,0,13.6
1548419400,0,14.1
1548421200,0,14.6
1548423000,0,14.1
1548424800,0,13.4
1548426600,0,12.7
1548428400,0,12.1
1548430200,0,11.4
1548432000,0,11
1548433800,0,10.7
1548435600,0,10.4
1548437400,0,10.2
1548439200,0,9.9
1548441000,0,9.1
1548442800,0,8.2
1548444600,0,7.8
1548446400,0,8
1548448200,0,7.8
1548450000,0,7.9
1548451800,0,8
1548453600,0,7.7
1548455400,0,7.8
1548457200,0,8.5
1548459000,0,10.3
1548460800,0,10.5
1548462600,0,10.6
1548464400,0,10.2
1548466200,0,10.6
1548468000,0,10.1
1548469800,0,9.5
1548471600,0,9.3
1548473400,0,9.1
1548475200,0,9.3
1548477000,0,9.1
1548478800,0,9.7
1548480600,0,9.7
1548482400,0,9.5
1548484200,0,9.1
1548486000,0,9.7
1548487800,0,10.3
1548489600,0,10.9
1548491400,0,11.6
1548493200,0,12.2
1548495000,0,13
1548496800,0,14.1
1548498600,0,14.7
1548500400,0,15
1548502200,0,15.7
1548504000,0,15
1548505800,0,14.9
1548507600,0,14.9
1548509400,0,14.7
1548511200,0,14.8
1548513000,0,14.4
1548514800,0,13.6
1548516600,0,12.6
1548518400,0,12.1
1548520200,0,11.8
1548522000,0,11.3
1548523800,0,10.5
1548525600,0,10.1
1548527400,0,9.6
1548529200,0,9.3
1548531000,0,9.5
1548532800,0,9.4
1548534600,0,9.4
1548536400,0,8.9
1548538200,0,8.6
1548540000,0,9
1548541800,0,9.3
1548543600,0,8.5
1548545400,0,8.9
1548547200,0,8.7
1548549000,0,10.2
1548550800,0,9.8
1548552600,0,10.3
1548554400,0,9.8
1548556200,0,9.2
1548558000,0,7.6
1548559800,0,8.2
1548561600,0,9.6
1548563400,0,8.9
1548565200,0,9
1548567000,0,7.5
1548568800,0,7.2
1548570600,0,9.1
1548572400,0,10.2
1548574200,0,10.2
1548576000,0,10.5
1548577800,0,12.2
1548579600,0,12.8
1548581400,0,13.2
1548583200,0,14.6
1548585000,0,14.7
1548586800,0,13.7
1548588600,0,13.8
1548590400,0,15.3
1548592200,0,15.7
1548594000,0,15
1548595800,0,15.1
1548597600,0,15
1548599400,0,15
1548601200,0,14.3
1548603000,0,13.2
1548604800,0,12.4
1548606600,0,11.7
1548608400,0,11.2
1548610200,0,10.6
1548612000,0,10.1
1548613800,0,9.7
1548615600,0,9.3
1548617400,0,9
1548619200,0,8.5
